eadem	Determiner	# {{form of|nominative neuter plural|īdem}}
ebori	Noun	# {{inflection of|ebur||dat|s}}
ebur	Noun	# a thing made of ivory.
ebur	Noun	# ivory (material)
ebur	Noun	# {{context|figuratively}} an elephant
edo	Verb	# I eat.
edo	Verb	# I give out, put or bring forth; eject, discharge.
edo	Verb	# I produce, bear, give birth to, yield, form, beget.
edo	Verb	# I produce, perform, show, inflict, bring about, cause.
edo	Verb	# I publish.
edo	Verb	# I put forth, publish, spread abroad.
edo	Verb	# I raise up, lift, elevate.
edo	Verb	# I set forth, relate, tell, disclose, deliver, announce, declare.
educo	Verb	# I bring up, rear.
educo	Verb	# I educate, train.
educo	Verb	# I lead, draw or take out, forth or away.
educo	Verb	# I produce.
educo	Verb	# I raise up; erect.
educunt	Verb	# {{conjugation of|ēdūcō||3|p|pres|act|ind}}
effero	Adjective	# {{inflection of|efferus||abl|m|s}}
effero	Adjective	# {{inflection of|efferus||abl|n|s}}
effero	Adjective	# {{inflection of|efferus||dat|m|s}}
effero	Adjective	# {{inflection of|efferus||dat|n|s}}
effero	Verb	# I bring forth, bear, produce, yield.
effero	Verb	# I bring or carry out, forth or away.
effero	Verb	# I carry out (of the house) for burial, bear to the grave, bury.
effero	Verb	# I emit, discharge, release, send out, send or bring forth.
effero	Verb	# I lift up, elevate, raise, exalt; display; rescue.
effero	Verb	# {{context|figuratively|of speech or writing}} I exaggerate, aggrandize, embellish, increase.
effero	Verb	# {{context|figuratively|rare}} I carry out to the end, support, endure.
effero	Verb	# {{context|figuratively|usually|_|passive}} I carry away, transport, hurry or sweep away.
effero	Verb	# {{context|figuratively|with se}} I am puff up|puffed up, I am haughty or proud.
effero	Verb	# {{context|figuratively|with se}} I elevate myself; rise, advance.
effero	Verb	# {{context|figuratively}} I raise, elevate, exalt, extol.
effero	Verb	# {{context|figuratively}} I set forth, spread abroad, utter, publish, proclaim, pronounce, express, declare.
effero	Verb	# {{context|transitive}} I make fierce, infuriate, madden.
effero	Verb	# {{context|transitive}} I make wild or savage, brutalize, barbarize.
efficio	Verb	# I cause to occur, bring about, effect.
efficio	Verb	# I make out|make or work out; effect, execute, complete, accomplish, make, form, compose.
efficio	Verb	# I produce, bear, yield.
efficio	Verb	# I yield, bear, amount to, make out.
efficio	Verb	# {{context|philosophy}} I make out, show, prove, deduce.
efficit	Verb	# {{conjugation of|efficiō||3|s|pres|act|ind}}
effodere	Verb	# {{conjugation of|effodiō||pres|act|inf}}
effodi	Verb	# {{conjugation of|effodiō||1|s|perf|act|ind}}
effodio	Verb	# I dig out or up, excavate, mine; hollow out.
effodiunt	Verb	# {{conjugation of|effodiō||3|p|pres|act|ind}}
effundere	Verb	# {{conjugation of|effundō||pres|act|inf}}
effundo	Verb	# I cast away, give up, let go, dismiss, resign.
effundo	Verb	# I lavish, squander, expend, waste, run through.
effundo	Verb	# I pour, drive, cast or send out, shower, discharge.
effundo	Verb	# I relax, loosen, slacken, let go.
effundo	Verb	# {{context|of liquids}} I pour out, shed, spread abroad, drain off.
effundo	Verb	# {{context|reflexive|or|passive}} I pour or rush out, spread abroad.
effundo	Verb	# {{context|reflexive}} I give up|give myself up to, yield to, indulge in.
ege	Verb	# {{conjugation of|egeō||2|s|pres|act|imp}}
egenos	Adjective	# {{inflection of|egēnus||acc|m|p}}
egens	Participle	# destitute
egens	Participle	# needy, poor
egenus	Adjective	# in want or need of; destitute of
egenus	Adjective	# indigent, needy
egeo	Verb	# (''with ablative or genitive'') I need; I lack
ego	Pronoun	# I; first person singular personal pronoun, nominative case
egregiam	Adjective	# {{inflection of|ēgregius||acc|f|s}}
egregius	Adjective	# distinguished, excellent, eminent
egregius	Adjective	# {{context|of rank}} illustrious, honorable
egressi	Participle	# {{inflection of|ēgressus||gen|m|s}}
egressi	Participle	# {{inflection of|ēgressus||gen|n|s}}
egressi	Participle	# {{inflection of|ēgressus||nom|m|p}}
egressi	Participle	# {{inflection of|ēgressus||voc|m|p}}
egressus	Noun	# A departure, going out.
egressus	Noun	# A disembarking.
egressus	Noun	# {{context|figuratively}} A digression.
egressus	Participle	# ascended
egressus	Participle	# disembarked
egressus	Participle	# marched or stepped out
eiectus	Participle	# expelled, ejected, rejected
eiectus	Participle	# stranded
elapsus	Participle	# slipped away; escaped; elapsed
emissam	Participle	# {{inflection of|ēmissus||acc|f|s}}
emissus	Participle	# discharged
emissus	Participle	# expelled
emissus	Participle	# sent forth
emissus	Participle	# uttered
en	Interjection	# c'monǃ ''(exhortation to action in imperatives)''
en	Interjection	# lookǃ beholdǃ ''(presenting something in a lively or indignant manner)''
en	Interjection	# reallyǃ? ''(surprise or anger in questions)''
en	Noun	# {{non-gloss definition|The name of the letter ''{{l|la|N}}''.}}
enim	Conjunction	# because
enim	Conjunction	# for
enim	Conjunction	# so
enim	Conjunction	# truly
eo	Adverb	# {{context|with abl. or loc.}} there, in that place.
eo	Adverb	# {{context|with ablative}} therefore, because, for that reason.
eo	Adverb	# {{context|with dative, of motion}} to that place, thither.
eo	Adverb	# {{context|with dative, of tendency}} to that end, with that purpose.
eo	Adverb	# {{context|with dative, of time}} until, so long, up to that time.
eo	Adverb	# {{context|with quo#Latin|quo, of quantity}} so much, by so much.
eo	Pronoun	# {{form of|ablative masculine singular|is}}
eo	Pronoun	# {{form of|ablative neuter singular|is}}
eo	Verb	# I go.
eo	Verb	# I prepare (for some action); I set about.
eo	Verb	# I proceed, advance.
eo	Verb	# I result, happen as a consequence.
eo	Verb	# {{context|business}} I go for; I am sold at (a certain price).
eo	Verb	# {{context|legal}} I accede, go over to the opposing opinion or other side in voting.
eodem	Adverb	# thither
eos	Pronoun	# {{accusative plural of|is}}
epulis	Noun	# {{inflection of|epulum||abl|p}}
epulis	Noun	# {{inflection of|epulum||dat|p}}
epulum	Noun	# feast, banquet
equi	Noun	# {{inflection of|equus||gen|s}}
equi	Noun	# {{inflection of|equus||nom|p}}
equi	Noun	# {{inflection of|equus||voc|p}}
equidem	Adverb	# truly, indeed, certainly; for my part
equis	Noun	# {{inflection of|equus||abl|p}}
equis	Noun	# {{inflection of|equus||dat|p}}
equos	Noun	# {{inflection of|equus||acc|p}}
equus	Noun	# A horse
equus	Noun	# A steed, charger
er	Noun	# {{non-gloss definition|The name of the letter ''{{l|la|R}}''.}}
erat	Verb	# {{conjugation of|sum||3|s|imperf|act|ind}}
erepta	Participle	# {{inflection of|ēreptus||abl|f|s}}
erepta	Participle	# {{inflection of|ēreptus||acc|n|p}}
erepta	Participle	# {{inflection of|ēreptus||nom|f|s}}
erepta	Participle	# {{inflection of|ēreptus||nom|n|p}}
erepta	Participle	# {{inflection of|ēreptus||voc|f|s}}
erepta	Participle	# {{inflection of|ēreptus||voc|n|p}}
ereptus	Participle	# rescued, having been rescued
ereptus	Participle	# snatched away, having been snatched away
ergo	Adverb	# accordingly, then
ergo	Adverb	# consequently, therefore
ergo	Adverb	# exactly, precisely
ergo	Conjunction	# therefore, because, hence, consequently
eripio	Verb	# I escape.
eripio	Verb	# I rescue.
eripio	Verb	# I snatch away.
eripiunt	Verb	# {{conjugation of|ēripiō||3|p|pres|act|ind}}
erra	Verb	# {{conjugation of|errō||2|s|pres|act|imp}}
errabant	Verb	# {{conjugation of|errō||3|p|imperf|act|ind}}
erramus	Verb	# {{conjugation of|errō||1|p|pres|act|ind}}
errans	Participle	# straying
errans	Participle	# wandering
errantem	Participle	# {{inflection of|errāns||acc|f|s}}
errantem	Participle	# {{inflection of|errāns||acc|m|s}}
errantis	Participle	# {{inflection of|errāns||gen|f|s}}
errantis	Participle	# {{inflection of|errāns||gen|m|s}}
errantis	Participle	# {{inflection of|errāns||gen|n|s}}
errat	Verb	# {{conjugation of|errō||3|s|pres|act|ind}}
erro	Verb	# I go astray, err
error	Noun	# solecism
error	Noun	# wandering
error	Noun	# wavering, uncertainty
error	Noun	# {{l|en|error}}, mistake, delusion
error	Verb	# {{conjugation of|errō||1|s|pres|pass|ind}}
errores	Noun	# {{inflection of|error||acc|p}}
errores	Noun	# {{inflection of|error||nom|p}}
errores	Noun	# {{inflection of|error||voc|p}}
erumpere	Verb	# {{conjugation of|ērumpō||pres|act|inf}}
erumpo	Verb	# I break out (of), I burst out (of). 
erumpo	Verb	# I sally forth, rush out 
es	Noun	# {{non-gloss definition|The name of the letter ''{{l|la|S}}''.}}
es	Verb	# {{conjugation of|edō||2|s|pres|act|imp}}
es	Verb	# {{conjugation of|edō||2|s|pres|act|ind}}
es	Verb	# {{conjugation of|sum||2|s|pres|act|imp}}
es	Verb	# {{conjugation of|sum||2|s|pres|act|ind}}
esse	Verb	# {{conjugation of|edō||pres|act|inf}}
esse	Verb	# {{conjugation of|sum||pres|inf}}
est	Verb	# {{conjugation of|edō||3|s|pres|act|ind}}
est	Verb	# {{conjugation of|sum||3|s|pres|act|ind}}
et	Adverb	# also|Also, too, besides, or likewise.
et	Conjunction	# and
et	Conjunction	# {{context|mathematics}} plus
etiam	Adverb	# {{label|la|in general}} and {{l/en|also}}, and {{l/en|furthermore}}, also, {{l/en|likewise}}, {{l/en|besides}}
etiam	Adverb	# {{n-g|in particular:}}
eure	Noun	# {{inflection of|eurus||voc|s}}
eurum	Noun	# {{inflection of|eurus||acc|s}}
eurus	Noun	# east, east wind
evertit	Verb	# {{conjugation of|ēvertō||3|s|pres|act|ind}}
everto	Verb	# I destroy, ruin, subvert.
everto	Verb	# I drive out, expel.
everto	Verb	# I throw down, cause to fall.
everto	Verb	# I turn upside down, overturn, reverse.
everto	Verb	# {{context|rare}} I upset, disturb, agitate, roil.
ex	Noun	# {{non-gloss definition|A name of the letter ''{{l|la|X}}''.}}
ex	Preposition	# {{context|with ablative}} out of, from
exacta	Adjective	# {{inflection of|exāctus||abl|f|s}}
exacta	Adjective	# {{inflection of|exāctus||acc|n|p}}
exacta	Adjective	# {{inflection of|exāctus||nom|f|s}}
exacta	Adjective	# {{inflection of|exāctus||nom|n|p}}
exacta	Adjective	# {{inflection of|exāctus||voc|f|s}}
exacta	Adjective	# {{inflection of|exāctus||voc|n|p}}
exactus	Participle	# concluded, finished, completed, having been finished
exactus	Participle	# demanded, required, enforced, exacted, having been demanded
exactus	Participle	# determined, found out, ascertained, having been determined
exactus	Participle	# driven|driven out, expelled, having been driven out
exactus	Participle	# endured, undergone, having been endured
exactus	Participle	# weighed, having been weighed
exactus	Participle	# {{context|of time}} spent, passed, having been spent
exaudio	Verb	# I hear favourably, graciously.
exaudio	Verb	# I hear, discern or perceive clearly.
exaudio	Verb	# I listen to, hearken, heed; obey; grant.
exaudio	Verb	# I understand, comprehend.
exaudire	Verb	# {{conjugation of|exaudiō||pres|act|inf}}
excedere	Verb	# {{conjugation of|excēdō||pres|act|inf}}
excedo	Verb	# {{context|intransitive}} I depart from life; decease, die.
excedo	Verb	# {{context|intransitive}} I go out, go forth or away; depart, retire, withdraw; disappear.
excedo	Verb	# {{context|intransitive}} I overstep, overtop, overpass, rise above, go beyond; advance, proceed; transgress, digress.
excedo	Verb	# {{context|transitive|of a limit}} I go beyond, surpass, exceed; tower above, overtop.
excedo	Verb	# {{context|transitive|of a place}} I depart from, leave.
exci	Verb	# {{conjugation of|exciō||2|s|pres|act|imp}}
exciderant	Verb	# {{conjugation of|excīdō||3|p|pluperf|act|ind}}
excidio	Noun	# {{inflection of|excidium||abl|s}}
excidio	Noun	# {{inflection of|excidium||dat|s}}
excidium	Noun	# demolition, destruction (especially military)
excido	Verb	# I am lost or forgotten, pass away, perish, disappear
excido	Verb	# I cut or hew out, off, or down
excido	Verb	# I differ from someone's opinion, disagree with, dissent
excido	Verb	# I fall out or from involuntarily, slip out, escape
excido	Verb	# I fall out, from or down, tumble to the ground, collapse, break down, drop
excido	Verb	# I lose myself, fail; faint, swoon
excido	Verb	# I raze, demolish, lay waste, destroy
excido	Verb	# I slip out or escape from memory
excido	Verb	# {{context|figuratively}} I extirpate, remove, banish
excido	Verb	# {{context|in a quarry}} I cut out, hollow out, excavate
excido	Verb	# {{context|with ablative}} I am deprived of, miss, fail to obtain, forfeit, lose
excido	Verb	# {{context|with virilitas}} I castrate, geld
excidunt	Verb	# {{conjugation of|excīdō||3|p|pres|act|ind}}
excio	Verb	# I call or bring out or forth, summon
excio	Verb	# I frighten, terrify.
excio	Verb	# I produce, cause.
excio	Verb	# I rouse, excite, start, stir.
excipiet	Verb	# {{conjugation of|excipiō||3|s|fut|act|ind}}
excipio	Verb	# I receive, capture.
excipio	Verb	# I rescue.
excipio	Verb	# I take out; I except.
excudit	Verb	# {{conjugation of|excūdō||3|s|pres|act|ind}}
excudo	Verb	# I compose (writing)
excudo	Verb	# I forge, mould
excudo	Verb	# I strike, beat, hammer out
excuti	Verb	# {{conjugation of|excutiō||pres|pass|inf}}
excutio	Verb	# I discard, banish.
excutio	Verb	# I examine, inspect.
excutio	Verb	# I shake out, shake off, knock out, drive out, cast off.
excutitur	Verb	# {{conjugation of|excutiō||3|s|pres|pass|ind}}
exempta	Participle	# {{inflection of|exemptus||abl|f|s}}
exempta	Participle	# {{inflection of|exemptus||acc|n|p}}
exempta	Participle	# {{inflection of|exemptus||nom|f|s}}
exempta	Participle	# {{inflection of|exemptus||nom|n|p}}
exempta	Participle	# {{inflection of|exemptus||voc|f|s}}
exempta	Participle	# {{inflection of|exemptus||voc|n|p}}
exemptus	Participle	# removed, banished
exeo	Verb	# I avoid, evade.
exeo	Verb	# I exit, depart.
exeo	Verb	# {{context|figuratively}} I escape.
exeo	Verb	# {{context|of time}} I expire, run out.
exerceo	Verb	# I harass, worry.
exerceo	Verb	# I keep busy, keep at work, drive on; occupy, employ, exercise (something in a form of action).
exerceo	Verb	# I oversee, superintend, operate.
exerceo	Verb	# I work (at).
exercet	Verb	# {{conjugation of|exerceō||3|s|pres|act|ind}}
exhaustos	Participle	# {{inflection of|exhaustus||acc|m|p}}
exhaustus	Participle	# {{context|figuratively}} carry|carried through, bring|brought to an end, accomplished, fulfilled, having been brought to an end
exhaustus	Participle	# {{context|figuratively}} take away|taken away, removed, clear|cleared off, having been taken away
exhaustus	Participle	# {{context|of liquids}} draw out|drawn out, exhausted, drained off, empty|emptied, depleted, having been exhausted
exhaustus	Participle	# {{context|of non-liquids}} take out|taken out, use up|used up, depleted, pillage|pillaged, empty|emptied out, having been used up
exi	Verb	# {{conjugation of|exeō||2|s|pres|act|imp}}
exigat	Verb	# {{conjugation of|exigō||3|s|pres|act|sub}}
exigo	Verb	# I bring to an end, conclude, finish, complete.
exigo	Verb	# I demand, require; enforce, exact (pay).
exigo	Verb	# I determine, find out, ascertain.
exigo	Verb	# I drive out; expel.
exigo	Verb	# I endure, undergo.
exigo	Verb	# I examine, consider, test.
exigo	Verb	# I execute, complete a task.
exigo	Verb	# I measure against a standard; weigh.
exigo	Verb	# {{context|of time}} I spend, pass.
exire	Verb	# {{conjugation of|exeō||pres|act|inf}}
expedi	Verb	# {{conjugation of|expediō||2|s|pres|act|imp}}
expedio	Verb	# I am profitable, serviceable, advantageous, expedient.
expedio	Verb	# I bring forward, I dispatch, I expedite.
expedio	Verb	# I procure or obtain
expediunt	Verb	# {{conjugation of|expediō||3|p|pres|act|ind}}
exple	Verb	# {{conjugation of|expleō||2|s|pres|act|imp}}
explebit	Verb	# {{conjugation of|expleō||3|s|fut|act|ind}}
expleo	Verb	# I complete
expleo	Verb	# I fill up
expleri	Verb	# {{conjugation of|expleō||pres|pass|inf}}
explorare	Verb	# {{conjugation of|explōrō||2|s|pres|pass|imp}}
explorare	Verb	# {{conjugation of|explōrō||pres|act|inf}}
exploro	Verb	# I explore
exploro	Verb	# I investigate
exploro	Verb	# I test
expulsum	Participle	# {{inflection of|expulsus||acc|m|s}}
expulsum	Participle	# {{inflection of|expulsus||acc|n|s}}
expulsum	Participle	# {{inflection of|expulsus||nom|n|s}}
expulsum	Participle	# {{inflection of|expulsus||voc|n|s}}
expulsus	Participle	# driven out, expelled; having been driven out or expelled.
exsertae	Participle	# {{inflection of|exsertus||dat|f|s}}
exsertae	Participle	# {{inflection of|exsertus||gen|f|s}}
exsertae	Participle	# {{inflection of|exsertus||nom|f|p}}
exsertae	Participle	# {{inflection of|exsertus||voc|f|p}}
exsertus	Participle	# bared or uncovered
exsertus	Participle	# stretched or thrust out
extemplo	Adverb	# immediately, forthwith
extrema	Adjective	# {{inflection of|extremus||abl|f|s}}
extrema	Adjective	# {{inflection of|extremus||acc|n|p}}
extrema	Adjective	# {{inflection of|extremus||nom|f|s}}
extrema	Adjective	# {{inflection of|extremus||nom|n|p}}
extrema	Adjective	# {{inflection of|extremus||voc|f|s}}
extrema	Adjective	# {{inflection of|extremus||voc|n|p}}
extremus	Adjective	# strangest, very strange
extremus	Noun	# end
extremus	Noun	# rear
extulerat	Verb	# {{conjugation of|efferō||3|s|pluperf|act|ind}}
extulit	Verb	# {{conjugation of|efferō||3|s|perf|act|ind}}
exuit	Verb	# {{conjugation of|exuō||3|s|pres|act|ind}}
exuo	Verb	# I extract, take out.
exuo	Verb	# I free.
exuo	Verb	# I refuse.
exuo	Verb	# I take off {{qualifier|clothes, shoes}}.
exurere	Verb	# {{conjugation of|exūrō||2|s|pres|pass|imp}}
exurere	Verb	# {{conjugation of|exūrō||pres|act|inf}}
exuro	Verb	# I burn (up)
exuro	Verb	# I consume by fire
exuro	Verb	# I dry up
exuro	Verb	# I kindle
fabor	Verb	# {{conjugation of|for||1|s|fut|act|ind}}
fac	Verb	# {{conjugation of|faciō||2|s|pres|act|imp}}
facere	Verb	# {{conjugation of|faciō||pres|act|inf}}
faces	Noun	# {{inflection of|fax||acc|p}}
faces	Noun	# {{inflection of|fax||nom|p}}
faces	Noun	# {{inflection of|fax||voc|p}}
faci	Noun	# {{inflection of|fax||dat|s}}
faciat	Verb	# {{conjugation of|faciō||3|s|pres|act|sub}}
faciem	Noun	# {{inflection of|facies||acc|s}}
facies	Noun	# face, countenance, visage
facies	Noun	# shape, figure, outward appearance
facies	Verb	# {{conjugation of|faciō||2|s|fut|act|ind}}
facilem	Adjective	# {{inflection of|facilis||acc|f|s}}
facilem	Adjective	# {{inflection of|facilis||acc|m|s}}
facilis	Adjective	# easy
facio	Verb	# I do; I make.
facis	Verb	# {{conjugation of|faciō||2|s|pres|act|ind}}
facit	Verb	# {{conjugation of|faciō||3|s|pres|act|ind}}
facta	Participle	# {{inflection of|factum||acc|n|p}}
facta	Participle	# {{inflection of|factum||nom|n|p}}
facta	Participle	# {{inflection of|factum||voc|n|p}}
facta	Participle	# {{inflection of|factus||abl|f|s}}
facta	Participle	# {{inflection of|factus||acc|n|p}}
facta	Participle	# {{inflection of|factus||nom|f|s}}
facta	Participle	# {{inflection of|factus||nom|n|p}}
facta	Participle	# {{inflection of|factus||voc|f|s}}
facta	Participle	# {{inflection of|factus||voc|n|p}}
facti	Participle	# {{inflection of|factus||gen|m|s}}
facti	Participle	# {{inflection of|factus||gen|n|s}}
facti	Participle	# {{inflection of|factus||nom|m|p}}
facti	Participle	# {{inflection of|factus||voc|m|p}}
facto	Noun	# {{inflection of|factum||abl|s}}
facto	Noun	# {{inflection of|factum||dat|s}}
facto	Participle	# {{inflection of|factus||abl|m|s}}
facto	Participle	# {{inflection of|factus||abl|n|s}}
facto	Participle	# {{inflection of|factus||dat|m|s}}
facto	Participle	# {{inflection of|factus||dat|n|s}}
factum	Noun	# achievement
factum	Noun	# fact, deed, act
factum	Participle	# {{inflection of|factus||acc|m|s}}
factum	Participle	# {{inflection of|factus||acc|n|s}}
factum	Participle	# {{inflection of|factus||nom|n|s}}
factum	Participle	# {{inflection of|factus||voc|n|s}}
factum	Verb	# {{conjugation of|faciō||supine}}
factus	Participle	# done, made, having been done or made
fallas	Verb	# {{conjugation of|fallō||2|s|pres|act|sub}}
falle	Verb	# {{conjugation of|fallō||2|s|pres|act|imp}}
fallo	Verb	# I appease, beguile. 
fallo	Verb	# I deceive, trick, cheat, disappoint.
fallo	Verb	# I escape the notice of, am unseen.
fallo	Verb	# I mistake, am mistaken, deceive myself.
fallo	Verb	# I swear falsely, perjure.
falsi	Noun	# {{inflection of|falsus||gen|s}}
falsi	Noun	# {{inflection of|falsus||nom|p}}
falsi	Noun	# {{inflection of|falsus||voc|p}}
falsis	Noun	# {{inflection of|falsus||abl|p}}
falsis	Noun	# {{inflection of|falsus||dat|p}}
falsus	Noun	# liar, deceiver
falsus	Participle	# appeased, beguiled, having been appeased
falsus	Participle	# deceived, tricked, cheated, disappointed, having been deceived
falsus	Participle	# mistaken, having been mistaken, having deceived myself
falsus	Participle	# sworn falsely, perjured, having been sworn falsely
falsus	Participle	# {{context|by extension}} false, untrue
fama	Noun	# fame.
fama	Noun	# reputation
fama	Noun	# rumour.
fama	Noun	# {{inflection of|fama||voc|s}}
fama	Noun	# {{inflection of|fāmā||abl|s}}
famam	Noun	# {{inflection of|fama||acc|s}}
fames	Noun	# hunger
famula	Noun	# female slave; maid, handmaiden, maid-servant
famula	Noun	# temple attendant
famulae	Noun	# {{inflection of|famula||dat|s}}
famulae	Noun	# {{inflection of|famula||gen|s}}
famulae	Noun	# {{inflection of|famula||nom|p}}
famulae	Noun	# {{inflection of|famula||voc|p}}
famuli	Noun	# {{inflection of|famulus||gen|s}}
famuli	Noun	# {{inflection of|famulus||nom|p}}
famuli	Noun	# {{inflection of|famulus||voc|p}}
famulus	Adjective	# serving, servile
famulus	Noun	# a servant, slave
fas	Noun	# {{context|uncountable}}  divine law, or an obligation thereunder
fas	Noun	# {{context|uncountable}}  the will of God; a predetermined destiny
fasti	Noun	# {{inflection of|fastus||gen|s}}
fasti	Noun	# {{inflection of|fastus||nom|p}}
fasti	Noun	# {{inflection of|fastus||voc|p}}
fastigia	Noun	# {{inflection of|fastīgium||acc|p}}
fastigia	Noun	# {{inflection of|fastīgium||nom|p}}
fastigia	Noun	# {{inflection of|fastīgium||voc|p}}
fastigium	Noun	# gable
fastigium	Noun	# peak, summit, top
fastigium	Noun	# sharp point
fastigium	Noun	# slope, declivity, descent
fastus	Adjective	# allowed (not forbidden)
fastus	Noun	# A day on which courts sat
fastus	Noun	# calendar, almanac
fastus	Noun	# court register
fata	Noun	# {{inflection of|fātum||acc|p}}
fata	Noun	# {{inflection of|fātum||nom|p}}
fata	Participle	# {{inflection of|fatus||abl|f|s}}
fata	Participle	# {{inflection of|fatus||acc|n|p}}
fata	Participle	# {{inflection of|fatus||nom|f|s}}
fata	Participle	# {{inflection of|fatus||nom|n|p}}
fata	Participle	# {{inflection of|fatus||voc|f|s}}
fata	Participle	# {{inflection of|fatus||voc|n|p}}
fati	Participle	# {{inflection of|fatus||gen|m|s}}
fati	Participle	# {{inflection of|fatus||gen|n|s}}
fati	Participle	# {{inflection of|fatus||nom|m|p}}
fati	Participle	# {{inflection of|fatus||voc|m|p}}
fatigat	Verb	# {{conjugation of|fatīgō||3|s|pres|act|ind}}
fatigo	Verb	# I tire or weary
fatigo	Verb	# I vex or torment
fatis	Participle	# {{inflection of|fatus||abl|f|p}}
fatis	Participle	# {{inflection of|fatus||abl|m|p}}
fatis	Participle	# {{inflection of|fatus||abl|n|p}}
fatis	Participle	# {{inflection of|fatus||dat|f|p}}
fatis	Participle	# {{inflection of|fatus||dat|m|p}}
fatis	Participle	# {{inflection of|fatus||dat|n|p}}
fatisco	Verb	# I droop (grow weak)
fatisco	Verb	# I gape (crack open)
fatiscunt	Verb	# {{conjugation of|fatiscō||3|p|pres|act|ind}}
fato	Participle	# {{inflection of|fatus||abl|m|s}}
fato	Participle	# {{inflection of|fatus||abl|n|s}}
fato	Participle	# {{inflection of|fatus||dat|m|s}}
fato	Participle	# {{inflection of|fatus||dat|n|s}}
fatorum	Participle	# {{inflection of|fatus||gen|m|p}}
fatorum	Participle	# {{inflection of|fatus||gen|n|p}}
fatum	Noun	# destiny, fate
fatum	Noun	# {{context|in the plural}} death
fatum	Noun	# {{context|of a god}} speech
fatum	Participle	# {{inflection of|fātus||acc|m|s}}
fatum	Participle	# {{inflection of|fātus||acc|n|s}}
fatum	Participle	# {{inflection of|fātus||nom|n|s}}
fatum	Participle	# {{inflection of|fātus||voc|n|s}}
fatus	Noun	# fate
fatus	Noun	# oracle, prophecy
fatus	Noun	# word, saying
fatus	Participle	# having spoken, having said
favens	Participle	# favouring
faventes	Participle	# {{inflection of|favēns||acc|f|p}}
faventes	Participle	# {{inflection of|favēns||acc|m|p}}
faventes	Participle	# {{inflection of|favēns||nom|f|p}}
faventes	Participle	# {{inflection of|favēns||nom|m|p}}
faventes	Participle	# {{inflection of|favēns||voc|f|p}}
faventes	Participle	# {{inflection of|favēns||voc|m|p}}
fax	Noun	# cause of ruin, incitement
fax	Noun	# fireball, comet
fax	Noun	# torch, firebrand
felix	Adjective	# auspicious, favorable, of good omen or luck
felix	Adjective	# fertile, fruitful
felix	Adjective	# happy, lucky, blessed, fortunate
felix	Adjective	# {{context|religion|archaic}} of the noble fruits offered to the deity|deities
femina	Noun	# woman, wife
femina	Noun	# {{context|grammar}} the feminine gender
femina	Noun	# {{context|of animals}} female
fer	Verb	# {{conjugation of|fero||2|s|pres|act|imp}}
fer	Verb	# {{conjugation of|for||1|s|pres|act|sub}}
fera	Noun	# wild animal, beast
ferae	Adjective	# {{inflection of|ferus||dat|f|s}}
ferae	Adjective	# {{inflection of|ferus||gen|f|s}}
ferae	Adjective	# {{inflection of|ferus||nom|f|p}}
ferae	Adjective	# {{inflection of|ferus||voc|f|p}}
ferant	Verb	# {{conjugation of|ferō||3|p|pres|act|sub}}
ferat	Verb	# {{conjugation of|ferō||3|s|pres|act|sub}}
fere	Adverb	# closely|Closely, quite, entirely, fully, altogether, just.
fere	Adverb	# in general|In general, generally, usually, commonly, for most of the time.
ferebant	Verb	# {{conjugation of|ferō||3|p|imperf|act|ind}}
ferebat	Verb	# {{conjugation of|ferō||3|s|imperf|act|ind}}
ferens	Participle	# bearing, carrying
ferens	Participle	# suffering, enduring
ferentis	Participle	# {{inflection of|ferens||gen|f|s}}
ferentis	Participle	# {{inflection of|ferens||gen|m|s}}
ferentis	Participle	# {{inflection of|ferens||gen|n|s}}
feres	Verb	# {{conjugation of|ferō||2|s|fut|act|ind}}
feret	Verb	# {{conjugation of|ferō||3|s|fut|act|ind}}
feri	Noun	# {{inflection of|ferus||gen|s}}
feri	Noun	# {{inflection of|ferus||nom|p}}
feri	Noun	# {{inflection of|ferus||voc|p}}
ferio	Verb	# (with accusative) I kill by striking, I slay, I give a deathblow
ferio	Verb	# I cut, I thrust.
ferio	Verb	# I hit, I strike, I smite, I beat, I knock.
ferio	Verb	# {{context|money}} I strike, I stamp, I coin.
ferit	Verb	# {{conjugation of|feriō||3|s|pres|act|ind}}
fero	Verb	# I bear, carry
fero	Verb	# I report
fero	Verb	# I suffer, endure
feroces	Adjective	# {{inflection of|ferōx||acc|f|p}}
feroces	Adjective	# {{inflection of|ferōx||acc|m|p}}
feroces	Adjective	# {{inflection of|ferōx||nom|f|p}}
feroces	Adjective	# {{inflection of|ferōx||nom|m|p}}
feroces	Adjective	# {{inflection of|ferōx||voc|f|p}}
feroces	Adjective	# {{inflection of|ferōx||voc|m|p}}
ferocia	Adjective	# {{inflection of|ferōx||acc|n|p}}
ferocia	Adjective	# {{inflection of|ferōx||nom|n|p}}
ferocia	Adjective	# {{inflection of|ferōx||voc|n|p}}
ferocia	Noun	# ferocity
ferocia	Noun	# insolence
ferox	Adjective	# defiant, arrogant
ferox	Adjective	# warlike
ferox	Adjective	# wild, bold, gallant
ferre	Verb	# {{conjugation of|ferō||pres|act|inf}}
ferro	Noun	# {{inflection of|ferrum||abl|s}}
ferro	Noun	# {{inflection of|ferrum||dat|s}}
ferrum	Noun	# Any tool made of iron.
ferrum	Noun	# iron
ferrum	Noun	# sword
